PRODUCT_NAME,DESCRIPTION,URL,PAGE_NO
Merge Gatekeeper,Get better merge control,https://github.com/marketplace/actions/merge-gatekeeper,41
Setup Godot Action,"Setup Godot for headless use with macOS, Windows, and Linux CI/CD runners",https://github.com/marketplace/actions/setup-godot-action,41
GS Commit Message Checker,Check the commit message against a regex pattern,https://github.com/marketplace/actions/gs-commit-message-checker,41
setup-minikube,test your app against real Kubernetes,https://github.com/marketplace/actions/setup-minikube,41
arm-none-eabi-gcc GNU Arm Embedded Toolchain,Install and set up the arm-none-eabi-gcc Arm compiler,https://github.com/marketplace/actions/arm-none-eabi-gcc-gnu-arm-embedded-toolchain,41
Docker Scout,List vulnerabilities in images; find better base images and upload an image SBOM to Docker Scout,https://github.com/marketplace/actions/docker-scout,41
Monorepo PR Repo Labeler,Monorepo PR Repo Labeler,https://github.com/marketplace/actions/monorepo-pr-repo-labeler,41
RuboCop Linter Action,A GitHub Action that lints your Ruby or Ruby on Rails code with RuboCop,https://github.com/marketplace/actions/rubocop-linter-action,41
OSKAR-phpstan,Use PHPStan via GithubAction,https://github.com/marketplace/actions/oskar-phpstan,41
SLSA Build Provenance Action (Demo),A POC Demo Action to generate SLSA build provenance for an artifact,https://github.com/marketplace/actions/slsa-build-provenance-action-demo,41
coherent-swift,Measures cohesion in your Swift codebase,https://github.com/marketplace/actions/coherent-swift,41
C/C++ Linter,"Linting C/C++ code with clang-tidy or clang-format to give feedback as comments, PR reviews, and more",https://github.com/marketplace/actions/c-c-linter,41
YAML Lint,Validate YAML syntax,https://github.com/marketplace/actions/yaml-lint,41
Jira Login,Log in to Jira Cloud instance,https://github.com/marketplace/actions/jira-login,41
Changelog Reader,Read and parse the CHANGELOG file of the project,https://github.com/marketplace/actions/changelog-reader,41
Translate Readme Action,Translate the Readme to another language,https://github.com/marketplace/actions/translate-readme-action,41
wiki-page-creator-action,Action to create a GitHub wiki page based on provided Markdown file,https://github.com/marketplace/actions/wiki-page-creator-action,41
@volta-cli/action,Setup a Node.js environment with Volta,https://github.com/marketplace/actions/volta-cli-action,41
@dailydotdev/devcard,GitHub Action to download the devcard from daily.dev,https://github.com/marketplace/actions/dailydotdev-devcard,41
Export all secrets to env variables,Utility action that exports all github secrets to environment variables,https://github.com/marketplace/actions/export-all-secrets-to-env-variables,41
Microsoft Teams Deploy Card,"Notify your Teams channel with a beautiful, comprehensive deployment card",https://github.com/marketplace/actions/microsoft-teams-deploy-card,42
Github Action with TeXLive,Run arbitrary commands in a TeXLive environment,https://github.com/marketplace/actions/github-action-with-texlive,42
Julia TagBot,Creates GitHub releases for your registered Julia packages,https://github.com/marketplace/actions/julia-tagbot,42
Setup Julia environment,Setup a Julia environment and add it to the PATH,https://github.com/marketplace/actions/setup-julia-environment,42
My Awesome list,Generate awesome list from user starred repositories,https://github.com/marketplace/actions/my-awesome-list,42
Commit Comment,Create a comment for a commit on GitHub,https://github.com/marketplace/actions/commit-comment,42
cargo-bloat,Track rust bloat across builds,https://github.com/marketplace/actions/cargo-bloat,42
OpenVPN-Connect,connect to OpenVPN server,https://github.com/marketplace/actions/openvpn-connect,42
ruff-action,"A GitHub Action to run Ruff, an extremely fast Python linter and code formatter",https://github.com/marketplace/actions/ruff-action,42
setup-docker,Set up your GitHub Actions workflow with a specific version of Docker,https://github.com/marketplace/actions/setup-docker,42
Build and Tag,Properly tags your GitHub Action,https://github.com/marketplace/actions/build-and-tag,42
Push to Status Check-Protected Branches,Push local workflow commit(s) to protected branches with required status checks,https://github.com/marketplace/actions/push-to-status-check-protected-branches,42
GitHub Commit & Push,Push changes made by actions right back into the current repository,https://github.com/marketplace/actions/github-commit-push,42
PR label by Files,Label a Pull Request based on pushed files,https://github.com/marketplace/actions/pr-label-by-files,42
Go Release Binary,Automate publishing Go build artifacts for GitHub releases,https://github.com/marketplace/actions/go-release-binary,42
Run Jest,Run Jest on JavaScript files,https://github.com/marketplace/actions/run-jest,42
Check storage layout,Easily compare storage layout reports generated by foundry,https://github.com/marketplace/actions/check-storage-layout,42
kubectl-aws-eks,This action provides kubectl for Github Actions,https://github.com/marketplace/actions/kubectl-aws-eks,42
Cimon by Cycode,Runtime Security Solution for your CI/CD Pipeline,https://github.com/marketplace/actions/cimon-by-cycode,42
Terraform Plan Comment,Post the output of terraform plan to a pull request comment,https://github.com/marketplace/actions/terraform-plan-comment,42
jenny-blog,blog with jenny,https://github.com/marketplace/actions/jenny-blog,43
FrogoAdmob,Admob Helper for your android apps,https://github.com/marketplace/actions/frogoadmob,43
Run CustoPiZer,Runs the CustoPiZer tool,https://github.com/marketplace/actions/run-custopizer,43
Spectral Linting,Lint your files with Spectral,https://github.com/marketplace/actions/spectral-linting,43
supabase-embeddings-generator,Generate embeddings from your Knowledge Base to use with Supabase Vector,https://github.com/marketplace/actions/supabase-embeddings-generator,43
Run misspell with reviewdog,🐶 Run misspell with reviewdog on pull requests to improve code review experience,https://github.com/marketplace/actions/run-misspell-with-reviewdog,43
Read file,Read file contents,https://github.com/marketplace/actions/read-file,43
Puppeteer Container,"A GitHub Action / Docker image for Puppeteer, the Headless Chrome Node API",https://github.com/marketplace/actions/puppeteer-container,43
Python wheels manylinux build,Build manylinux wheels for a (Cython) Python package,https://github.com/marketplace/actions/python-wheels-manylinux-build,43
prow-github-actions,Prow inspired github CI/CD actions,https://github.com/marketplace/actions/prow-github-actions,43
OpenTofu - Setup Tofu,Sets up OpenTofu CLI in your GitHub Actions workflow,https://github.com/marketplace/actions/opentofu-setup-tofu,43
BuildPipeScript,Builds code using PipeScript,https://github.com/marketplace/actions/buildpipescript,43
Assign size label,Assign labels based on pull request change sizes,https://github.com/marketplace/actions/assign-size-label,43
GitHub Actions Version Updater,"GitHub Actions Version Updater updates GitHub Action versions in a repository and creates a pull request with the
changes",https://github.com/marketplace/actions/github-actions-version-updater,43
release extension,Generate a release for a precompiled gh extension,https://github.com/marketplace/actions/release-extension,43
Bring Your Own Badge,BYOB - Custom badges based off of GitHub Actions,https://github.com/marketplace/actions/bring-your-own-badge,43
Deploy Ansible Galaxy Collection,Builds and deploys a Collection to Ansible Galaxy,https://github.com/marketplace/actions/deploy-ansible-galaxy-collection,43
Pull Request Comment Branch,Gets the head ref and sha of a pull request comment,https://github.com/marketplace/actions/pull-request-comment-branch,43
Create Branch,Creates a branch,https://github.com/marketplace/actions/create-branch,43
Build Jekyll for GitHub Pages,A simple GitHub Action for producing Jekyll build artifacts compatible with GitHub Pages,https://github.com/marketplace/actions/build-jekyll-for-github-pages,43
Laravel Pint,Laravel Pint is an opinionated PHP code style fixer for minimalists,https://github.com/marketplace/actions/laravel-pint,44
Gigalixir Action,Deploy to Gigalixir,https://github.com/marketplace/actions/gigalixir-action,44
SkyWalking Event Reporter,Report GitHub workflow events to Apache SkyWalking,https://github.com/marketplace/actions/skywalking-event-reporter,44
Python Code Quality and Lint,"Supports Pylint, pycodestyle, Flake8, black, mypy and isort",https://github.com/marketplace/actions/python-code-quality-and-lint,44
Yarn install cache,1-liner yarn install cache for GitHub Actions,https://github.com/marketplace/actions/yarn-install-cache,44
clang-tidy review,Create a pull request review based on warnings from clang-tidy,https://github.com/marketplace/actions/clang-tidy-review,44
Setup Poetry,Set up your GitHub Actions workflow with a specific version of Poetry,https://github.com/marketplace/actions/setup-poetry,44
pkg-size-action,Report npm package size on pull-requests,https://github.com/marketplace/actions/pkg-size-action,44
GitHub Action for vsce,Wraps the vsce CLI to be used in GitHub Actions,https://github.com/marketplace/actions/github-action-for-vsce,44
bumpr - Bump version when merging Pull Request with specific labels,"Bump version when merging Pull Request with specific labels (bump:major,bump:minor,bump:patch)",https://github.com/marketplace/actions/bumpr-bump-version-when-merging-pull-request-with-specific-labels,44
Deploy Docker to AWS (EC2),Deploy a Docker app to an AWS Virtual Machine (EC2) with Docker Compose,https://github.com/marketplace/actions/deploy-docker-to-aws-ec2,44
Workflow run cleanup action,Cancel previous runs of a workflow,https://github.com/marketplace/actions/workflow-run-cleanup-action,44
Surefire Report,"Report Surefire test results as annotations on Github Pull Request [junit, failsafe]",https://github.com/marketplace/actions/surefire-report,44
rust-tarpaulin,Gather Rust code coverage information with Tarpaulin,https://github.com/marketplace/actions/rust-tarpaulin,44
Staticcheck,Run Staticcheck on your Go code,https://github.com/marketplace/actions/staticcheck,44
Feed to Bluesky,Push ATOM/RSS feed updates to Bluesky via GitHub Actions,https://github.com/marketplace/actions/feed-to-bluesky,44
Python Coverage Comment,"Publish diff coverage report as PR comment, and create a coverage badge to display on the readme.",https://github.com/marketplace/actions/python-coverage-comment,44
Trigger Jenkins Multiple Jobs,Triggering Jenkins Job through the API,https://github.com/marketplace/actions/trigger-jenkins-multiple-jobs,44
Trigger Jenkins Job,Triggering Jenkins Job through the API,https://github.com/marketplace/actions/trigger-jenkins-job,44
Kubernetes Set Context,Set the context of a target Kubernetes cluster and export the kubeconfig which is used by subsequent actions,https://github.com/marketplace/actions/kubernetes-set-context,44
setup-git-credentials,Allow cloning private repositories,https://github.com/marketplace/actions/setup-git-credentials,45
ZEIT Now Deployment,This action make a deployment with github actions instead of ZEIT Now builder,https://github.com/marketplace/actions/zeit-now-deployment,45
Django Security Check,Helps find and remediate common security vulnerabilities in your Django application,https://github.com/marketplace/actions/django-security-check,45
Notion x GitHub Action,Sync GitHub issues to a Notion database,https://github.com/marketplace/actions/notion-x-github-action,45
Orbit Deploy,Deploy an Orbit application,https://github.com/marketplace/actions/orbit-deploy,45
Create Blog from Markdown Files,This action allows you to create a blog from your markdown files and deploy to GitHub pages,https://github.com/marketplace/actions/create-blog-from-markdown-files,45
Get tag name,Gets current tag name and puts it into an environment variable GIT_TAG_NAME,https://github.com/marketplace/actions/get-tag-name,45
Setup ROS environment,Install system dependencies required to build ROS and ROS 2 packages,https://github.com/marketplace/actions/setup-ros-environment,45
Setup Perl environment,Setup a Perl environment and add it to the PATH,https://github.com/marketplace/actions/setup-perl-environment,45
Setup Git user,Sets the Git user and email to enable committing,https://github.com/marketplace/actions/setup-git-user,45
tfmermaid,Convert an output of Terraform graph to Mermaid s syntax,https://github.com/marketplace/actions/tfmermaid,45
Dokku Deploy action,Deploy to a dokku instance using Github actions,https://github.com/marketplace/actions/dokku-deploy-action,45
Semver Release,Automatically create Semver compliant tags or releases based on PR labels,https://github.com/marketplace/actions/semver-release,45
Sync Tailscale ACLs,Push changes to Tailscale and run ACL tests in CI,https://github.com/marketplace/actions/sync-tailscale-acls,45
Run ESLint,Run ESLint on JavaScript files,https://github.com/marketplace/actions/run-eslint,45
Get Changed Files,Saves lists of changed files as JSON for use by other actions,https://github.com/marketplace/actions/get-changed-files,45
project beta automations,GitHub ProjectV2/Project-Beta automation. It supports management of status and custom fields,https://github.com/marketplace/actions/project-beta-automations,45
Easy Zip Files,Action for zipping files and folders easily,https://github.com/marketplace/actions/easy-zip-files,45
Setup PDM,Set up a specific version of PDM and uses a given Python version to work on,https://github.com/marketplace/actions/setup-pdm,45
GitHub Issue Parser,Use this action to convert issues into a unified JSON structure,https://github.com/marketplace/actions/github-issue-parser,45
Github action build chain. Cross-repo builds,Github action build chain is a tool to build multiple projects from different repositories in a single action.,https://github.com/marketplace/actions/github-action-build-chain-cross-repo-builds,46
SSH to GitHub Actions,Connect to GitHub Actions VM via SSH for interactive debugging,https://github.com/marketplace/actions/ssh-to-github-actions,46
Unity meta files check,Check missing/dangling meta files,https://github.com/marketplace/actions/unity-meta-files-check,46
Interact with Google Drive,Upload/Download files to/from Google Drive,https://github.com/marketplace/actions/interact-with-google-drive,46
user-statistician,Generate a GitHub stats SVG for your GitHub Profile README in GitHub Actions,https://github.com/marketplace/actions/user-statistician,46
Compile LateX,Compile Latex files easily,https://github.com/marketplace/actions/compile-latex,46
ESLint changed files,Run ESLint on all changed files,https://github.com/marketplace/actions/eslint-changed-files,46
Setup K3d/K3s,Setup a lightweight Kubernetes cluster with K3d/K3s,https://github.com/marketplace/actions/setup-k3d-k3s,46
Install Lua/LuaJIT,"Download, build, and install Lua or LuaJIT for use with scripts, tests and more",https://github.com/marketplace/actions/install-lua-luajit,46
cspell-action,Spell Checker for Code,https://github.com/marketplace/actions/cspell-action,46
aliyun-oss-website-action,Deploy your static website on aliyun OSS,https://github.com/marketplace/actions/aliyun-oss-website-action,46
CodeGuru Reviewer,AWS CodeGuru Reviewer Action,https://github.com/marketplace/actions/codeguru-reviewer,46
Conventional PR Title,Ensure your PR title matches the Conventional Commits spec (https://www.conventionalcommits.org/),https://github.com/marketplace/actions/conventional-pr-title,46
Douban mark sync,Douban movie/book/music marked data sync to csv or notion action,https://github.com/marketplace/actions/douban-mark-sync,46
Delete Older Releases,delete older releases of any repo,https://github.com/marketplace/actions/delete-older-releases,46
Conditional value for GitHub Action,Conditional value for GitHub Action - missing expression for GitHub Actions,https://github.com/marketplace/actions/conditional-value-for-github-action,46
Increment Semantic Version,"Bump a given semantic version by a release type ( major | minor | patch ) and add a possible postfix ( alpha | beta | rc
)",https://github.com/marketplace/actions/increment-semantic-version,46
notion-md-gen,Convert notion content to markdown for any static blog,https://github.com/marketplace/actions/notion-md-gen,46
Deploy Azure Resource Manager (ARM) Template,Use this GitHub Action task to deploy Azure Resource Manager (ARM) template,https://github.com/marketplace/actions/deploy-azure-resource-manager-arm-template,46
Due Dates,Manage due dates on issues,https://github.com/marketplace/actions/due-dates,46
WakaTime Stat Update Action,Generate a WakaTime activity bar graph to be used in the README.md or embedded in web-page,https://github.com/marketplace/actions/wakatime-stat-update-action,47
Argo CD Action,GitHub action for installing/executing Argo CD cli,https://github.com/marketplace/actions/argo-cd-action,47
Jest Coverage Comment,"Comments a pull request or commit with the Jest code coverage badge, full report and tests summary",https://github.com/marketplace/actions/jest-coverage-comment,47
Label Commenter,"Label triggered GitHub Actions for posting a template message, automatically close or reopen issues or pull requests",https://github.com/marketplace/actions/label-commenter,47
autopep8,Automatically formats Python code to conform to the PEP 8 style guide,https://github.com/marketplace/actions/autopep8,47
Run ktlint with reviewdog,🐶 Run ktlint with reviewdog on pull requests to enforce best practices,https://github.com/marketplace/actions/run-ktlint-with-reviewdog,47
jacoco-reporter,Publishes JaCoCo format Coverage Report in GitHub Actions as Checksuite and enforces Code Coverage Quality Gate.,https://github.com/marketplace/actions/jacoco-reporter,47
Deployment Status,Creates a GitHub Deployment status update,https://github.com/marketplace/actions/deployment-status,47
Send Tweet Action,Post a tweet to Twitter during a GitHub Actions workflow,https://github.com/marketplace/actions/send-tweet-action,47
Autopopulate your contribution graph,This action will automatically push empty commits to one of your GitHub repos,https://github.com/marketplace/actions/autopopulate-your-contribution-graph,47
Discord Webhook Action,Send custom messages or upload files to discord webhooks with simple action inputs,https://github.com/marketplace/actions/discord-webhook-action,47
Sphinx to GitHub Pages,GitHub Action to deploy Sphinx documentation to GitHub Pages,https://github.com/marketplace/actions/sphinx-to-github-pages,47
Run pyright,Run pyright,https://github.com/marketplace/actions/run-pyright,47
swift-package-dependencies-check,Catch up with outdated versions based on your package dependency requirements,https://github.com/marketplace/actions/swift-package-dependencies-check,47
Setup Fortran,Setup Fortran compiler and toolchain,https://github.com/marketplace/actions/setup-fortran,47
Auto-Update CONTRIBUTORS,Updates contributors file,https://github.com/marketplace/actions/auto-update-contributors,47
UseUGit,Updated Git,https://github.com/marketplace/actions/useugit,47
generate-changelog-action,GitHub Action for lob/generate-changelog,https://github.com/marketplace/actions/generate-changelog-action,47
Auto-generate CHANGELOG,Generate CHANGELOG according to conventional commits automatically when released,https://github.com/marketplace/actions/auto-generate-changelog,47
Access Tokens for GitHub Actions,GitHub Action to request temporary access tokens,https://github.com/marketplace/actions/access-tokens-for-github-actions,47
Label manager for PRs and Issues based on configurable conditions,"All-in-one action to manage labels in PRs and Issues based on many, extensible conditional rules",https://github.com/marketplace/actions/label-manager-for-prs-and-issues-based-on-configurable-conditions,48
Android Kernel Build Action,A action to built android kernel,https://github.com/marketplace/actions/android-kernel-build-action,48
Get Version,Extracts the version from github.ref,https://github.com/marketplace/actions/get-version,48
mise action,Actions for working with mise runtime manager,https://github.com/marketplace/actions/mise-action,48
Publish to GitHub Wiki,Pushes files to a GitHub project s wiki,https://github.com/marketplace/actions/publish-to-github-wiki,48
werf,"Use werf CI/CD tool and GitHub Actions to build Docker images, push them to the registry, deploy to Kubernetes, and more",https://github.com/marketplace/actions/werf,48
Gee env,Gee is tool of stdin to each files and stdout. It is similar to the tee command,https://github.com/marketplace/actions/gee-env,48
Cloud Janitor,"Automating cleanup, maintenance and troubleshooting tasks in Cloud Computing",https://github.com/marketplace/actions/cloud-janitor,48
Pull request linter action,Lint your pull request name based on commitlint configuration,https://github.com/marketplace/actions/pull-request-linter-action,48
Bullfrog Secure Runner,Controls outbound traffic (egress) to secure GitHub Actions workflows,https://github.com/marketplace/actions/bullfrog-secure-runner,48
DNSControl Action,Deploy your DNS configuration to multiple providers,https://github.com/marketplace/actions/dnscontrol-action,48
Caching for Turborepo,Sets up Turborepo Remote Caching to work with GitHub Actions built-in cache. No Vercel account access tokens needed,https://github.com/marketplace/actions/caching-for-turborepo,48
Setup Kubernetes Tools,"Setup Kubernetes tools: kubectl, kustomize, helm, kubeconform, conftest, yq, rancher, tilt, skaffold, kube-score",https://github.com/marketplace/actions/setup-kubernetes-tools,48
Bump and changelog using commitizen,Create a commit bumping the version of your project and creating a changelog file,https://github.com/marketplace/actions/bump-and-changelog-using-commitizen,48
Badge Action,Create a SVG badge using GitHub Actions and GitHub Workflow CPU time (no 3rd parties servers),https://github.com/marketplace/actions/badge-action,48
Install Octopus CLI,GitHub Action to install the Octopus CLI,https://github.com/marketplace/actions/install-octopus-cli,48
DX Scanner Action,Measure Developer Experience directly based on your source code,https://github.com/marketplace/actions/dx-scanner-action,48
LGTM Reaction,Send LGTM reaction as image or GIF,https://github.com/marketplace/actions/lgtm-reaction,48
Great-Expectations-Data,Use Great Expectations https://docs.greatexpectations.io/en/latest/ to validate data,https://github.com/marketplace/actions/great-expectations-data,48
Sync GitHub Advanced Security and Jira,This helps sync GHAS alerts to JIRA by creating an issue for each alert,https://github.com/marketplace/actions/sync-github-advanced-security-and-jira,48
Laravel Forge Deploy Action,Trigger Laravel Forge Deployments with Github Actions,https://github.com/marketplace/actions/laravel-forge-deploy-action,49
s3 cache,S3 actions cache with actions/cache@v2 passthrough,https://github.com/marketplace/actions/s3-cache,49
💬 Send Message to Slack 🚀,From Github Action to Slack. Easy to use. Supports Slack s optional arguments. Pure JavaScript = Fast,https://github.com/marketplace/actions/send-message-to-slack,49
Salesforce SFDX CLI Action,This action allows to use Salesforce SFDX CLI from GitHub Actions,https://github.com/marketplace/actions/salesforce-sfdx-cli-action,49
Profile Readme,Collection of widgets for your profile README,https://github.com/marketplace/actions/profile-readme,49
Doxygen GitHub Pages Deploy Action,Make docs with Doxygen then deploy the generated HTML to GitHub pages,https://github.com/marketplace/actions/doxygen-github-pages-deploy-action,49
Yet Another Upload Release Asset Action,Yet Another Upload Release Asset Action,https://github.com/marketplace/actions/yet-another-upload-release-asset-action,49
Page Speed Insights,Utilize Google s Page Speed Insights to audit your application,https://github.com/marketplace/actions/page-speed-insights,49
Eco CI Energy Estimation,Estimate the energy of Linux Github Actions Runner VMs via ML Model,https://github.com/marketplace/actions/eco-ci-energy-estimation,49
Discord Commits,Send commit summary to Discord using custom templates,https://github.com/marketplace/actions/discord-commits,49
actionlint with reviewdog,run actionlint with reviewdog,https://github.com/marketplace/actions/actionlint-with-reviewdog,49
Bundle comparison,Compare the bundle size between the base branch and the current branch,https://github.com/marketplace/actions/bundle-comparison,49
Validate JSON,GitHub Action: Validate JSON,https://github.com/marketplace/actions/validate-json,49
Private Actions Checkout,Enables using private actions on a workflow,https://github.com/marketplace/actions/private-actions-checkout,49
Release GitHub Actions,This is a GitHub Actions that automates the release of GitHub Actions,https://github.com/marketplace/actions/release-github-actions,49
Android Kernel Action,Build android kernel with GitHub Action,https://github.com/marketplace/actions/android-kernel-action,49
Pull Request Updater GitHub Action,GitHub Action that updates a pull request with information extracted from branch name,https://github.com/marketplace/actions/pull-request-updater-github-action,49
ssh-scp-ssh-pipelines,Pipelines: ssh - scp - ssh,https://github.com/marketplace/actions/ssh-scp-ssh-pipelines,49
Azure Pipelines Action,Trigger a run in Azure pipelines,https://github.com/marketplace/actions/azure-pipelines-action,49
Mutex Action,A simple locking/unlocking mechanism to provide mutual exclusion in Github Actions,https://github.com/marketplace/actions/mutex-action,49
WordPress Plugin Check,Test your WordPress plugin with Plugin Check,https://github.com/marketplace/actions/wordpress-plugin-check,50
Mutex Action,A simple locking/unlocking mechanism to provide mutual exclusion in Github Actions,https://github.com/marketplace/actions/mutex-action,50
Setup NuGet.exe for use with actions,Official NuGet.exe setup action that supports cross-platform installation of specific NuGet.exe versions,https://github.com/marketplace/actions/setup-nuget-exe-for-use-with-actions,50
base64-to-file,Takes a base64-encoded string and writes to a file,https://github.com/marketplace/actions/base64-to-file,50
Codespell with annotations,Codespell with annotations for Pull Request,https://github.com/marketplace/actions/codespell-with-annotations,50
Install MinGW,Install MinGW-w64,https://github.com/marketplace/actions/install-mingw,50
Assign Author,GitHub actions to assign author to issue or PR,https://github.com/marketplace/actions/assign-author,50
Rubocop checks,Lint your Ruby code in parallel to your builds,https://github.com/marketplace/actions/rubocop-checks,50
Danger PHP,"Danger PHP runs during your CI process, and gives teams the chance to automate common code review chores",https://github.com/marketplace/actions/danger-php,50
Microsoft Teams (Generic),Send a message to the designated channel in Microsoft Teams,https://github.com/marketplace/actions/microsoft-teams-generic,50
LAPRAS Card Readme,Add LAPRAS Card to your GitHub profile,https://github.com/marketplace/actions/lapras-card-readme,50
GitHub Security Report Action,Generates security reports for a GitHub repository,https://github.com/marketplace/actions/github-security-report-action,50
Label checker for pull requests,Checks pull requests for given labels,https://github.com/marketplace/actions/label-checker-for-pull-requests,50
ghas-policy-as-code,Advance Security Policy as Code,https://github.com/marketplace/actions/ghas-policy-as-code,50
Markdown Linting Action,GitHub Action to run markdown linter,https://github.com/marketplace/actions/markdown-linting-action,50
rworkflows,"rworkflows: Full workflow to test, document, and deploy R packages.",https://github.com/marketplace/actions/rworkflows,50
Install a binary from GitHub releases,Install binaries from GitHub releases,https://github.com/marketplace/actions/install-a-binary-from-github-releases,50
Setup MATLAB,Set up a specific version of MATLAB,https://github.com/marketplace/actions/setup-matlab,50
notify-microsoft-teams,Microsoft Teams Notification for Github Actions,https://github.com/marketplace/actions/notify-microsoft-teams,50
generate-sitemap,Generate an XML sitemap for a GitHub Pages site using GitHub Actions,https://github.com/marketplace/actions/generate-sitemap,50
