PRODUCT_NAME,DESCRIPTION,URL,PAGE_NO,tokenized_product_name,tokenized_description,TOKENIZED_PRODUCT_NAME,TOKENIZED_DESCRIPTION
Run Lighthouse CI on Shopify theme,Run Lighthouse CI on Shopify themes directly from GitHub,https://github.com/marketplace/actions/run-lighthouse-ci-on-shopify-theme,39,"['run', 'lighthouse', 'ci', 'shopify', 'theme']","['run', 'lighthouse', 'ci', 'shopify', 'themes', 'directly', 'github']","['run', 'lighthouse', 'ci', 'shopify', 'theme']","['run', 'lighthouse', 'ci', 'shopify', 'themes', 'directly', 'github']"
Docker Cache,Cache Docker images whether built or pulled,https://github.com/marketplace/actions/docker-cache,39,"['docker', 'cache']","['cache', 'docker', 'images', 'whether', 'built', 'pulled']","['docker', 'cache']","['cache', 'docker', 'images', 'whether', 'built', 'pulled']"
Copybara Action 2,Transform and move code between repositories. Start with ZERO config and 100% customizable,https://github.com/marketplace/actions/copybara-action-2,39,"['copybara', 'action', '2']","['transform', 'move', 'code', 'repositories', 'start', 'zero', 'config', '100', 'customizable']","['copybara', 'action', '2']","['transform', 'move', 'code', 'repositories', 'start', 'zero', 'config', '100', 'customizable']"
Monorepo Split,Split monorepo packages to many repositories,https://github.com/marketplace/actions/monorepo-split,39,"['monorepo', 'split']","['split', 'monorepo', 'packages', 'many', 'repositories']","['monorepo', 'split']","['split', 'monorepo', 'packages', 'many', 'repositories']"
Copycat Action,GitHub Action for copying files to other repositories,https://github.com/marketplace/actions/copycat-action,39,"['copycat', 'action']","['github', 'action', 'copying', 'files', 'repositories']","['copycat', 'action']","['github', 'action', 'copying', 'files', 'repositories']"
UseIrregular,Regular Expressions Made Strangle Simple,https://github.com/marketplace/actions/useirregular,39,['useirregular'],"['regular', 'expressions', 'made', 'strangle', 'simple']",['useirregular'],"['regular', 'expressions', 'made', 'strangle', 'simple']"
Netlify Deploy,Netlify Deploy,https://github.com/marketplace/actions/netlify-deploy,39,"['netlify', 'deploy']","['netlify', 'deploy']","['netlify', 'deploy']","['netlify', 'deploy']"
MZAP Env,Multiple target ZAP Scanning,https://github.com/marketplace/actions/mzap-env,39,"['mzap', 'env']","['multiple', 'target', 'zap', 'scanning']","['mzap', 'env']","['multiple', 'target', 'zap', 'scanning']"
actions-k3s,Start k3s cluster and run kubectl commands,https://github.com/marketplace/actions/actions-k3s,39,['actions-k3s'],"['start', 'k3s', 'cluster', 'run', 'kubectl', 'commands']",['actions-k3s'],"['start', 'k3s', 'cluster', 'run', 'kubectl', 'commands']"
mirror-repository,"Automate mirroring of git commits to or from a remote repository, like GitLab, Bitbucket, or another GitHub repository",https://github.com/marketplace/actions/mirror-repository,39,['mirror-repository'],"['automate', 'mirroring', 'git', 'commits', 'remote', 'repository', 'like', 'gitlab', 'bitbucket', 'another', 'github', 'repository']",['mirror-repository'],"['automate', 'mirroring', 'git', 'commits', 'remote', 'repository', 'like', 'gitlab', 'bitbucket', 'another', 'github', 'repository']"
Set up a Rust toolchain,Install a specific Rust toolchain and add it to the PATH,https://github.com/marketplace/actions/set-up-a-rust-toolchain,39,"['set', 'rust', 'toolchain']","['install', 'specific', 'rust', 'toolchain', 'add', 'path']","['set', 'rust', 'toolchain']","['install', 'specific', 'rust', 'toolchain', 'add', 'path']"
Purge artifacts,Automatically delete artifacts,https://github.com/marketplace/actions/purge-artifacts,39,"['purge', 'artifacts']","['automatically', 'delete', 'artifacts']","['purge', 'artifacts']","['automatically', 'delete', 'artifacts']"
Require Labels,Require labels to be added to a pull request before merging,https://github.com/marketplace/actions/require-labels,39,"['require', 'labels']","['require', 'labels', 'added', 'pull', 'request', 'merging']","['require', 'labels']","['require', 'labels', 'added', 'pull', 'request', 'merging']"
Shakedown Smoke Tester,Simple smoke test framework for http applications,https://github.com/marketplace/actions/shakedown-smoke-tester,39,"['shakedown', 'smoke', 'tester']","['simple', 'smoke', 'test', 'framework', 'http', 'applications']","['shakedown', 'smoke', 'tester']","['simple', 'smoke', 'test', 'framework', 'http', 'applications']"
PHPCS Code Review,This will run phpcs on PRs,https://github.com/marketplace/actions/phpcs-code-review,39,"['phpcs', 'code', 'review']","['run', 'phpcs', 'prs']","['phpcs', 'code', 'review']","['run', 'phpcs', 'prs']"
Magento 2 actions,Test Build Deploy M2 projects,https://github.com/marketplace/actions/magento-2-actions,39,"['magento', '2', 'actions']","['test', 'build', 'deploy', 'm2', 'projects']","['magento', '2', 'actions']","['test', 'build', 'deploy', 'm2', 'projects']"
Tencent CloudBase Github Action,云开发 Github Action 可以支持将你的项目一键部署到云开发环境,https://github.com/marketplace/actions/tencent-cloudbase-github-action,39,"['tencent', 'cloudbase', 'github', 'action']","['云开发', 'github', 'action', '可以支持将你的项目一键部署到云开发环境']","['tencent', 'cloudbase', 'github', 'action']","['云开发', 'github', 'action', '可以支持将你的项目一键部署到云开发环境']"
Setup Rust and Cargo,"Sets up Rust by installing a toolchain/components/targets with rustup, and also Cargo by installing bins and caching
core",https://github.com/marketplace/actions/setup-rust-and-cargo,39,"['setup', 'rust', 'cargo']","['sets', 'rust', 'installing', 'toolchain/components/targets', 'rustup', 'also', 'cargo', 'installing', 'bins', 'caching', 'core']","['setup', 'rust', 'cargo']","['sets', 'rust', 'installing', 'toolchain/components/targets', 'rustup', 'also', 'cargo', 'installing', 'bins', 'caching', 'core']"
Redis Server in GitHub Actions,Start a Redis server,https://github.com/marketplace/actions/redis-server-in-github-actions,39,"['redis', 'server', 'github', 'actions']","['start', 'redis', 'server']","['redis', 'server', 'github', 'actions']","['start', 'redis', 'server']"
OpenTelemetry Export Trace,Exports Workflow Run Telemetry Trace over OLTP,https://github.com/marketplace/actions/opentelemetry-export-trace,39,"['opentelemetry', 'export', 'trace']","['exports', 'workflow', 'run', 'telemetry', 'trace', 'oltp']","['opentelemetry', 'export', 'trace']","['exports', 'workflow', 'run', 'telemetry', 'trace', 'oltp']"
Run shellcheck with reviewdog,🐶 Run shellcheck with reviewdog on pull requests to improve code review experience,https://github.com/marketplace/actions/run-shellcheck-with-reviewdog,40,"['run', 'shellcheck', 'reviewdog']","['🐶', 'run', 'shellcheck', 'reviewdog', 'pull', 'requests', 'improve', 'code', 'review', 'experience']","['run', 'shellcheck', 'reviewdog']","['🐶', 'run', 'shellcheck', 'reviewdog', 'pull', 'requests', 'improve', 'code', 'review', 'experience']"
Version Check,An action that allows you to check whether your npm package version has been updated,https://github.com/marketplace/actions/version-check,40,"['version', 'check']","['action', 'allows', 'check', 'whether', 'npm', 'package', 'version', 'updated']","['version', 'check']","['action', 'allows', 'check', 'whether', 'npm', 'package', 'version', 'updated']"
Build Flipper Application Package (.fap),"Provides a composite action to install ufbt, build and lint applications for Flipper Zero.",https://github.com/marketplace/actions/build-flipper-application-package-fap,40,"['build', 'flipper', 'application', 'package', 'fap']","['provides', 'composite', 'action', 'install', 'ufbt', 'build', 'lint', 'applications', 'flipper', 'zero']","['build', 'flipper', 'application', 'package', 'fap']","['provides', 'composite', 'action', 'install', 'ufbt', 'build', 'lint', 'applications', 'flipper', 'zero']"
Setup just,Install the just command runner,https://github.com/marketplace/actions/setup-just,40,['setup'],"['install', 'command', 'runner']",['setup'],"['install', 'command', 'runner']"
Set Timezone,Sets timezone in your locale,https://github.com/marketplace/actions/set-timezone,40,"['set', 'timezone']","['sets', 'timezone', 'locale']","['set', 'timezone']","['sets', 'timezone', 'locale']"
Push To Registry,Push a container image to an image registry,https://github.com/marketplace/actions/push-to-registry,40,"['push', 'registry']","['push', 'container', 'image', 'image', 'registry']","['push', 'registry']","['push', 'container', 'image', 'image', 'registry']"
Automatic Revert,Automatically revert a commit on /revert comment,https://github.com/marketplace/actions/automatic-revert,40,"['automatic', 'revert']","['automatically', 'revert', 'commit', 'revert', 'comment']","['automatic', 'revert']","['automatically', 'revert', 'commit', 'revert', 'comment']"
Puppeteer Headful,"A GitHub Action / Docker image for Puppeteer, the Headful Chrome Node API so you can test Chrome extensions",https://github.com/marketplace/actions/puppeteer-headful,40,"['puppeteer', 'headful']","['github', 'action', 'docker', 'image', 'puppeteer', 'headful', 'chrome', 'node', 'api', 'test', 'chrome', 'extensions']","['puppeteer', 'headful']","['github', 'action', 'docker', 'image', 'puppeteer', 'headful', 'chrome', 'node', 'api', 'test', 'chrome', 'extensions']"
Setup Ballerina Language,Install Ballerina bal command,https://github.com/marketplace/actions/setup-ballerina-language,40,"['setup', 'ballerina', 'language']","['install', 'ballerina', 'bal', 'command']","['setup', 'ballerina', 'language']","['install', 'ballerina', 'bal', 'command']"
Issue Bot Action,Automate your manual tasks with an issue bot,https://github.com/marketplace/actions/issue-bot-action,40,"['issue', 'bot', 'action']","['automate', 'manual', 'tasks', 'issue', 'bot']","['issue', 'bot', 'action']","['automate', 'manual', 'tasks', 'issue', 'bot']"
action-maven-publish,GitHub Action for automatically publishing Maven packages,https://github.com/marketplace/actions/action-maven-publish,40,['action-maven-publish'],"['github', 'action', 'automatically', 'publishing', 'maven', 'packages']",['action-maven-publish'],"['github', 'action', 'automatically', 'publishing', 'maven', 'packages']"
Cached LFS checkout,Git checkout with LFS files from cache,https://github.com/marketplace/actions/cached-lfs-checkout,40,"['cached', 'lfs', 'checkout']","['git', 'checkout', 'lfs', 'files', 'cache']","['cached', 'lfs', 'checkout']","['git', 'checkout', 'lfs', 'files', 'cache']"
kicad render pcb,"Render KiCad PCBs top, bottom optionally render and gif or mp4 of the PCB rotating",https://github.com/marketplace/actions/kicad-render-pcb,40,"['kicad', 'render', 'pcb']","['render', 'kicad', 'pcbs', 'top', 'bottom', 'optionally', 'render', 'gif', 'mp4', 'pcb', 'rotating']","['kicad', 'render', 'pcb']","['render', 'kicad', 'pcbs', 'top', 'bottom', 'optionally', 'render', 'gif', 'mp4', 'pcb', 'rotating']"
Wait for commit statuses,Wait for commit statuses to be either successful or failed,https://github.com/marketplace/actions/wait-for-commit-statuses,40,"['wait', 'commit', 'statuses']","['wait', 'commit', 'statuses', 'either', 'successful', 'failed']","['wait', 'commit', 'statuses']","['wait', 'commit', 'statuses', 'either', 'successful', 'failed']"
ESLint Annotate from Report JSON,Annotates pull request diffs with warnings and errors from an ESLint report JSON file,https://github.com/marketplace/actions/eslint-annotate-from-report-json,40,"['eslint', 'annotate', 'report', 'json']","['annotates', 'pull', 'request', 'diffs', 'warnings', 'errors', 'eslint', 'report', 'json', 'file']","['eslint', 'annotate', 'report', 'json']","['annotates', 'pull', 'request', 'diffs', 'warnings', 'errors', 'eslint', 'report', 'json', 'file']"
Fontship,A font development toolkit and collaborative work flow,https://github.com/marketplace/actions/fontship,40,['fontship'],"['font', 'development', 'toolkit', 'collaborative', 'work', 'flow']",['fontship'],"['font', 'development', 'toolkit', 'collaborative', 'work', 'flow']"
SYSU Health Report,Automatic health report for SYSU,https://github.com/marketplace/actions/sysu-health-report,40,"['sysu', 'health', 'report']","['automatic', 'health', 'report', 'sysu']","['sysu', 'health', 'report']","['automatic', 'health', 'report', 'sysu']"
Xcodebuild Action,Runs xcodebuild e.g. to run tests,https://github.com/marketplace/actions/xcodebuild-action,40,"['xcodebuild', 'action']","['runs', 'xcodebuild', 'e.g', 'run', 'tests']","['xcodebuild', 'action']","['runs', 'xcodebuild', 'e.g', 'run', 'tests']"
Dotenv Action,Load variables from .env file,https://github.com/marketplace/actions/dotenv-action,40,"['dotenv', 'action']","['load', 'variables', 'env', 'file']","['dotenv', 'action']","['load', 'variables', 'env', 'file']"
Homebrew bump formula,Bump (update) a Homebrew formula on new project release,https://github.com/marketplace/actions/homebrew-bump-formula,40,"['homebrew', 'bump', 'formula']","['bump', 'update', 'homebrew', 'formula', 'new', 'project', 'release']","['homebrew', 'bump', 'formula']","['bump', 'update', 'homebrew', 'formula', 'new', 'project', 'release']"
Merge Gatekeeper,Get better merge control,https://github.com/marketplace/actions/merge-gatekeeper,41,"['merge', 'gatekeeper']","['get', 'better', 'merge', 'control']","['merge', 'gatekeeper']","['get', 'better', 'merge', 'control']"
Setup Godot Action,"Setup Godot for headless use with macOS, Windows, and Linux CI/CD runners",https://github.com/marketplace/actions/setup-godot-action,41,"['setup', 'godot', 'action']","['setup', 'godot', 'headless', 'use', 'macos', 'windows', 'linux', 'ci/cd', 'runners']","['setup', 'godot', 'action']","['setup', 'godot', 'headless', 'use', 'macos', 'windows', 'linux', 'ci/cd', 'runners']"
GS Commit Message Checker,Check the commit message against a regex pattern,https://github.com/marketplace/actions/gs-commit-message-checker,41,"['gs', 'commit', 'message', 'checker']","['check', 'commit', 'message', 'regex', 'pattern']","['gs', 'commit', 'message', 'checker']","['check', 'commit', 'message', 'regex', 'pattern']"
setup-minikube,test your app against real Kubernetes,https://github.com/marketplace/actions/setup-minikube,41,['setup-minikube'],"['test', 'app', 'real', 'kubernetes']",['setup-minikube'],"['test', 'app', 'real', 'kubernetes']"
arm-none-eabi-gcc GNU Arm Embedded Toolchain,Install and set up the arm-none-eabi-gcc Arm compiler,https://github.com/marketplace/actions/arm-none-eabi-gcc-gnu-arm-embedded-toolchain,41,"['arm-none-eabi-gcc', 'gnu', 'arm', 'embedded', 'toolchain']","['install', 'set', 'arm-none-eabi-gcc', 'arm', 'compiler']","['arm-none-eabi-gcc', 'gnu', 'arm', 'embedded', 'toolchain']","['install', 'set', 'arm-none-eabi-gcc', 'arm', 'compiler']"
Docker Scout,List vulnerabilities in images; find better base images and upload an image SBOM to Docker Scout,https://github.com/marketplace/actions/docker-scout,41,"['docker', 'scout']","['list', 'vulnerabilities', 'images', 'find', 'better', 'base', 'images', 'upload', 'image', 'sbom', 'docker', 'scout']","['docker', 'scout']","['list', 'vulnerabilities', 'images', 'find', 'better', 'base', 'images', 'upload', 'image', 'sbom', 'docker', 'scout']"
Monorepo PR Repo Labeler,Monorepo PR Repo Labeler,https://github.com/marketplace/actions/monorepo-pr-repo-labeler,41,"['monorepo', 'pr', 'repo', 'labeler']","['monorepo', 'pr', 'repo', 'labeler']","['monorepo', 'pr', 'repo', 'labeler']","['monorepo', 'pr', 'repo', 'labeler']"
RuboCop Linter Action,A GitHub Action that lints your Ruby or Ruby on Rails code with RuboCop,https://github.com/marketplace/actions/rubocop-linter-action,41,"['rubocop', 'linter', 'action']","['github', 'action', 'lints', 'ruby', 'ruby', 'rails', 'code', 'rubocop']","['rubocop', 'linter', 'action']","['github', 'action', 'lints', 'ruby', 'ruby', 'rails', 'code', 'rubocop']"
OSKAR-phpstan,Use PHPStan via GithubAction,https://github.com/marketplace/actions/oskar-phpstan,41,['oskar-phpstan'],"['use', 'phpstan', 'via', 'githubaction']",['oskar-phpstan'],"['use', 'phpstan', 'via', 'githubaction']"
SLSA Build Provenance Action (Demo),A POC Demo Action to generate SLSA build provenance for an artifact,https://github.com/marketplace/actions/slsa-build-provenance-action-demo,41,"['slsa', 'build', 'provenance', 'action', 'demo']","['poc', 'demo', 'action', 'generate', 'slsa', 'build', 'provenance', 'artifact']","['slsa', 'build', 'provenance', 'action', 'demo']","['poc', 'demo', 'action', 'generate', 'slsa', 'build', 'provenance', 'artifact']"
coherent-swift,Measures cohesion in your Swift codebase,https://github.com/marketplace/actions/coherent-swift,41,['coherent-swift'],"['measures', 'cohesion', 'swift', 'codebase']",['coherent-swift'],"['measures', 'cohesion', 'swift', 'codebase']"
C/C++ Linter,"Linting C/C++ code with clang-tidy or clang-format to give feedback as comments, PR reviews, and more",https://github.com/marketplace/actions/c-c-linter,41,"['c/c', 'linter']","['linting', 'c/c', 'code', 'clang-tidy', 'clang-format', 'give', 'feedback', 'comments', 'pr', 'reviews']","['c/c', 'linter']","['linting', 'c/c', 'code', 'clang-tidy', 'clang-format', 'give', 'feedback', 'comments', 'pr', 'reviews']"
YAML Lint,Validate YAML syntax,https://github.com/marketplace/actions/yaml-lint,41,"['yaml', 'lint']","['validate', 'yaml', 'syntax']","['yaml', 'lint']","['validate', 'yaml', 'syntax']"
Jira Login,Log in to Jira Cloud instance,https://github.com/marketplace/actions/jira-login,41,"['jira', 'login']","['log', 'jira', 'cloud', 'instance']","['jira', 'login']","['log', 'jira', 'cloud', 'instance']"
Changelog Reader,Read and parse the CHANGELOG file of the project,https://github.com/marketplace/actions/changelog-reader,41,"['changelog', 'reader']","['read', 'parse', 'changelog', 'file', 'project']","['changelog', 'reader']","['read', 'parse', 'changelog', 'file', 'project']"
Translate Readme Action,Translate the Readme to another language,https://github.com/marketplace/actions/translate-readme-action,41,"['translate', 'readme', 'action']","['translate', 'readme', 'another', 'language']","['translate', 'readme', 'action']","['translate', 'readme', 'another', 'language']"
wiki-page-creator-action,Action to create a GitHub wiki page based on provided Markdown file,https://github.com/marketplace/actions/wiki-page-creator-action,41,['wiki-page-creator-action'],"['action', 'create', 'github', 'wiki', 'page', 'based', 'provided', 'markdown', 'file']",['wiki-page-creator-action'],"['action', 'create', 'github', 'wiki', 'page', 'based', 'provided', 'markdown', 'file']"
@volta-cli/action,Setup a Node.js environment with Volta,https://github.com/marketplace/actions/volta-cli-action,41,['volta-cli/action'],"['setup', 'node.js', 'environment', 'volta']",['volta-cli/action'],"['setup', 'node.js', 'environment', 'volta']"
@dailydotdev/devcard,GitHub Action to download the devcard from daily.dev,https://github.com/marketplace/actions/dailydotdev-devcard,41,['dailydotdev/devcard'],"['github', 'action', 'download', 'devcard', 'daily.dev']",['dailydotdev/devcard'],"['github', 'action', 'download', 'devcard', 'daily.dev']"
Export all secrets to env variables,Utility action that exports all github secrets to environment variables,https://github.com/marketplace/actions/export-all-secrets-to-env-variables,41,"['export', 'secrets', 'env', 'variables']","['utility', 'action', 'exports', 'github', 'secrets', 'environment', 'variables']","['export', 'secrets', 'env', 'variables']","['utility', 'action', 'exports', 'github', 'secrets', 'environment', 'variables']"
Microsoft Teams Deploy Card,"Notify your Teams channel with a beautiful, comprehensive deployment card",https://github.com/marketplace/actions/microsoft-teams-deploy-card,42,"['microsoft', 'teams', 'deploy', 'card']","['notify', 'teams', 'channel', 'beautiful', 'comprehensive', 'deployment', 'card']","['microsoft', 'teams', 'deploy', 'card']","['notify', 'teams', 'channel', 'beautiful', 'comprehensive', 'deployment', 'card']"
Github Action with TeXLive,Run arbitrary commands in a TeXLive environment,https://github.com/marketplace/actions/github-action-with-texlive,42,"['github', 'action', 'texlive']","['run', 'arbitrary', 'commands', 'texlive', 'environment']","['github', 'action', 'texlive']","['run', 'arbitrary', 'commands', 'texlive', 'environment']"
Julia TagBot,Creates GitHub releases for your registered Julia packages,https://github.com/marketplace/actions/julia-tagbot,42,"['julia', 'tagbot']","['creates', 'github', 'releases', 'registered', 'julia', 'packages']","['julia', 'tagbot']","['creates', 'github', 'releases', 'registered', 'julia', 'packages']"
Setup Julia environment,Setup a Julia environment and add it to the PATH,https://github.com/marketplace/actions/setup-julia-environment,42,"['setup', 'julia', 'environment']","['setup', 'julia', 'environment', 'add', 'path']","['setup', 'julia', 'environment']","['setup', 'julia', 'environment', 'add', 'path']"
My Awesome list,Generate awesome list from user starred repositories,https://github.com/marketplace/actions/my-awesome-list,42,"['awesome', 'list']","['generate', 'awesome', 'list', 'user', 'starred', 'repositories']","['awesome', 'list']","['generate', 'awesome', 'list', 'user', 'starred', 'repositories']"
Commit Comment,Create a comment for a commit on GitHub,https://github.com/marketplace/actions/commit-comment,42,"['commit', 'comment']","['create', 'comment', 'commit', 'github']","['commit', 'comment']","['create', 'comment', 'commit', 'github']"
cargo-bloat,Track rust bloat across builds,https://github.com/marketplace/actions/cargo-bloat,42,['cargo-bloat'],"['track', 'rust', 'bloat', 'across', 'builds']",['cargo-bloat'],"['track', 'rust', 'bloat', 'across', 'builds']"
OpenVPN-Connect,connect to OpenVPN server,https://github.com/marketplace/actions/openvpn-connect,42,['openvpn-connect'],"['connect', 'openvpn', 'server']",['openvpn-connect'],"['connect', 'openvpn', 'server']"
ruff-action,"A GitHub Action to run Ruff, an extremely fast Python linter and code formatter",https://github.com/marketplace/actions/ruff-action,42,['ruff-action'],"['github', 'action', 'run', 'ruff', 'extremely', 'fast', 'python', 'linter', 'code', 'formatter']",['ruff-action'],"['github', 'action', 'run', 'ruff', 'extremely', 'fast', 'python', 'linter', 'code', 'formatter']"
setup-docker,Set up your GitHub Actions workflow with a specific version of Docker,https://github.com/marketplace/actions/setup-docker,42,['setup-docker'],"['set', 'github', 'actions', 'workflow', 'specific', 'version', 'docker']",['setup-docker'],"['set', 'github', 'actions', 'workflow', 'specific', 'version', 'docker']"
Build and Tag,Properly tags your GitHub Action,https://github.com/marketplace/actions/build-and-tag,42,"['build', 'tag']","['properly', 'tags', 'github', 'action']","['build', 'tag']","['properly', 'tags', 'github', 'action']"
Push to Status Check-Protected Branches,Push local workflow commit(s) to protected branches with required status checks,https://github.com/marketplace/actions/push-to-status-check-protected-branches,42,"['push', 'status', 'check-protected', 'branches']","['push', 'local', 'workflow', 'commit', 'protected', 'branches', 'required', 'status', 'checks']","['push', 'status', 'check-protected', 'branches']","['push', 'local', 'workflow', 'commit', 'protected', 'branches', 'required', 'status', 'checks']"
GitHub Commit & Push,Push changes made by actions right back into the current repository,https://github.com/marketplace/actions/github-commit-push,42,"['github', 'commit', 'push']","['push', 'changes', 'made', 'actions', 'right', 'back', 'current', 'repository']","['github', 'commit', 'push']","['push', 'changes', 'made', 'actions', 'right', 'back', 'current', 'repository']"
PR label by Files,Label a Pull Request based on pushed files,https://github.com/marketplace/actions/pr-label-by-files,42,"['pr', 'label', 'files']","['label', 'pull', 'request', 'based', 'pushed', 'files']","['pr', 'label', 'files']","['label', 'pull', 'request', 'based', 'pushed', 'files']"
Go Release Binary,Automate publishing Go build artifacts for GitHub releases,https://github.com/marketplace/actions/go-release-binary,42,"['go', 'release', 'binary']","['automate', 'publishing', 'go', 'build', 'artifacts', 'github', 'releases']","['go', 'release', 'binary']","['automate', 'publishing', 'go', 'build', 'artifacts', 'github', 'releases']"
Run Jest,Run Jest on JavaScript files,https://github.com/marketplace/actions/run-jest,42,"['run', 'jest']","['run', 'jest', 'javascript', 'files']","['run', 'jest']","['run', 'jest', 'javascript', 'files']"
Check storage layout,Easily compare storage layout reports generated by foundry,https://github.com/marketplace/actions/check-storage-layout,42,"['check', 'storage', 'layout']","['easily', 'compare', 'storage', 'layout', 'reports', 'generated', 'foundry']","['check', 'storage', 'layout']","['easily', 'compare', 'storage', 'layout', 'reports', 'generated', 'foundry']"
kubectl-aws-eks,This action provides kubectl for Github Actions,https://github.com/marketplace/actions/kubectl-aws-eks,42,['kubectl-aws-eks'],"['action', 'provides', 'kubectl', 'github', 'actions']",['kubectl-aws-eks'],"['action', 'provides', 'kubectl', 'github', 'actions']"
Cimon by Cycode,Runtime Security Solution for your CI/CD Pipeline,https://github.com/marketplace/actions/cimon-by-cycode,42,"['cimon', 'cycode']","['runtime', 'security', 'solution', 'ci/cd', 'pipeline']","['cimon', 'cycode']","['runtime', 'security', 'solution', 'ci/cd', 'pipeline']"
Terraform Plan Comment,Post the output of terraform plan to a pull request comment,https://github.com/marketplace/actions/terraform-plan-comment,42,"['terraform', 'plan', 'comment']","['post', 'output', 'terraform', 'plan', 'pull', 'request', 'comment']","['terraform', 'plan', 'comment']","['post', 'output', 'terraform', 'plan', 'pull', 'request', 'comment']"
jenny-blog,blog with jenny,https://github.com/marketplace/actions/jenny-blog,43,['jenny-blog'],"['blog', 'jenny']",['jenny-blog'],"['blog', 'jenny']"
FrogoAdmob,Admob Helper for your android apps,https://github.com/marketplace/actions/frogoadmob,43,['frogoadmob'],"['admob', 'helper', 'android', 'apps']",['frogoadmob'],"['admob', 'helper', 'android', 'apps']"
Run CustoPiZer,Runs the CustoPiZer tool,https://github.com/marketplace/actions/run-custopizer,43,"['run', 'custopizer']","['runs', 'custopizer', 'tool']","['run', 'custopizer']","['runs', 'custopizer', 'tool']"
Spectral Linting,Lint your files with Spectral,https://github.com/marketplace/actions/spectral-linting,43,"['spectral', 'linting']","['lint', 'files', 'spectral']","['spectral', 'linting']","['lint', 'files', 'spectral']"
supabase-embeddings-generator,Generate embeddings from your Knowledge Base to use with Supabase Vector,https://github.com/marketplace/actions/supabase-embeddings-generator,43,['supabase-embeddings-generator'],"['generate', 'embeddings', 'knowledge', 'base', 'use', 'supabase', 'vector']",['supabase-embeddings-generator'],"['generate', 'embeddings', 'knowledge', 'base', 'use', 'supabase', 'vector']"
Run misspell with reviewdog,🐶 Run misspell with reviewdog on pull requests to improve code review experience,https://github.com/marketplace/actions/run-misspell-with-reviewdog,43,"['run', 'misspell', 'reviewdog']","['🐶', 'run', 'misspell', 'reviewdog', 'pull', 'requests', 'improve', 'code', 'review', 'experience']","['run', 'misspell', 'reviewdog']","['🐶', 'run', 'misspell', 'reviewdog', 'pull', 'requests', 'improve', 'code', 'review', 'experience']"
Read file,Read file contents,https://github.com/marketplace/actions/read-file,43,"['read', 'file']","['read', 'file', 'contents']","['read', 'file']","['read', 'file', 'contents']"
Puppeteer Container,"A GitHub Action / Docker image for Puppeteer, the Headless Chrome Node API",https://github.com/marketplace/actions/puppeteer-container,43,"['puppeteer', 'container']","['github', 'action', 'docker', 'image', 'puppeteer', 'headless', 'chrome', 'node', 'api']","['puppeteer', 'container']","['github', 'action', 'docker', 'image', 'puppeteer', 'headless', 'chrome', 'node', 'api']"
Python wheels manylinux build,Build manylinux wheels for a (Cython) Python package,https://github.com/marketplace/actions/python-wheels-manylinux-build,43,"['python', 'wheels', 'manylinux', 'build']","['build', 'manylinux', 'wheels', 'cython', 'python', 'package']","['python', 'wheels', 'manylinux', 'build']","['build', 'manylinux', 'wheels', 'cython', 'python', 'package']"
prow-github-actions,Prow inspired github CI/CD actions,https://github.com/marketplace/actions/prow-github-actions,43,['prow-github-actions'],"['prow', 'inspired', 'github', 'ci/cd', 'actions']",['prow-github-actions'],"['prow', 'inspired', 'github', 'ci/cd', 'actions']"
OpenTofu - Setup Tofu,Sets up OpenTofu CLI in your GitHub Actions workflow,https://github.com/marketplace/actions/opentofu-setup-tofu,43,"['opentofu', 'setup', 'tofu']","['sets', 'opentofu', 'cli', 'github', 'actions', 'workflow']","['opentofu', 'setup', 'tofu']","['sets', 'opentofu', 'cli', 'github', 'actions', 'workflow']"
BuildPipeScript,Builds code using PipeScript,https://github.com/marketplace/actions/buildpipescript,43,['buildpipescript'],"['builds', 'code', 'using', 'pipescript']",['buildpipescript'],"['builds', 'code', 'using', 'pipescript']"
Assign size label,Assign labels based on pull request change sizes,https://github.com/marketplace/actions/assign-size-label,43,"['assign', 'size', 'label']","['assign', 'labels', 'based', 'pull', 'request', 'change', 'sizes']","['assign', 'size', 'label']","['assign', 'labels', 'based', 'pull', 'request', 'change', 'sizes']"
GitHub Actions Version Updater,"GitHub Actions Version Updater updates GitHub Action versions in a repository and creates a pull request with the
changes",https://github.com/marketplace/actions/github-actions-version-updater,43,"['github', 'actions', 'version', 'updater']","['github', 'actions', 'version', 'updater', 'updates', 'github', 'action', 'versions', 'repository', 'creates', 'pull', 'request', 'changes']","['github', 'actions', 'version', 'updater']","['github', 'actions', 'version', 'updater', 'updates', 'github', 'action', 'versions', 'repository', 'creates', 'pull', 'request', 'changes']"
release extension,Generate a release for a precompiled gh extension,https://github.com/marketplace/actions/release-extension,43,"['release', 'extension']","['generate', 'release', 'precompiled', 'gh', 'extension']","['release', 'extension']","['generate', 'release', 'precompiled', 'gh', 'extension']"
Bring Your Own Badge,BYOB - Custom badges based off of GitHub Actions,https://github.com/marketplace/actions/bring-your-own-badge,43,"['bring', 'badge']","['byob', 'custom', 'badges', 'based', 'github', 'actions']","['bring', 'badge']","['byob', 'custom', 'badges', 'based', 'github', 'actions']"
